Year,Make,Model,Trim,Engine,Notes,ManufacturerPartCode,CategoryName,CategoryCode
2018,Ford,Focus,SE Hatchback 4-Door,2.0L 1999CC 122Cu. In. l4 FLEX DOHC Naturally Aspirated,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2018,Ford,Focus,SE Hatchback 4-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Naturally Aspirated,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2018,Ford,Focus,SE Sedan 4-Door,2.0L 1999CC 122Cu. In. l4 FLEX DOHC Naturally Aspirated,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2018,Ford,Focus,SE Sedan 4-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Naturally Aspirated,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2018,Ford,Focus,S Sedan 4-Door,2.0L 1999CC 122Cu. In. l4 FLEX DOHC Naturally Aspirated,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2018,Ford,Focus,ST Hatchback 4-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Turbocharged,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2018,Ford,Focus,Titanium Hatchback 4-Door,2.0L 1999CC 122Cu. In. l4 FLEX DOHC Naturally Aspirated,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2018,Ford,Focus,Titanium Sedan 4-Door,2.0L 1999CC 122Cu. In. l4 FLEX DOHC Naturally Aspirated,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2017,Ford,Focus,SE Hatchback 4-Door,2.0L 1999CC 122Cu. In. l4 FLEX DOHC Naturally Aspirated,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2017,Ford,Focus,SE Hatchback 4-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Naturally Aspirated,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2017,Ford,Focus,SE Sedan 4-Door,2.0L 1999CC 122Cu. In. l4 FLEX DOHC Naturally Aspirated,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2017,Ford,Focus,SE Sedan 4-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Naturally Aspirated,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2017,Ford,Focus,S Sedan 4-Door,2.0L 1999CC 122Cu. In. l4 FLEX DOHC Naturally Aspirated,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2017,Ford,Focus,S Sedan 4-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Naturally Aspirated,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2017,Ford,Focus,ST Hatchback 4-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Turbocharged,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2017,Ford,Focus,Titanium Hatchback 4-Door,2.0L 1999CC 122Cu. In. l4 FLEX DOHC Naturally Aspirated,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2017,Ford,Focus,Titanium Hatchback 4-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Naturally Aspirated,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2017,Ford,Focus,Titanium Sedan 4-Door,2.0L 1999CC 122Cu. In. l4 FLEX DOHC Naturally Aspirated,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2017,Ford,Focus,Titanium Sedan 4-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Naturally Aspirated,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2016,Ford,Focus,SE Hatchback 4-Door,2.0L 1999CC 122Cu. In. l4 FLEX DOHC Naturally Aspirated,Automatic transmission. 8th Digit of VIN is 2 Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100519,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2008,Toyota,Solara,SE Convertible 2-Door,2.4L 2362CC l4 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2008,Toyota,Solara,SE Convertible 2-Door,3.3L 3300CC 202Cu. In. V6 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2008,Toyota,Solara,SE Coupe 2-Door,2.4L 2362CC l4 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2008,Toyota,Solara,SE Coupe 2-Door,3.3L 3300CC 202Cu. In. V6 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2008,Toyota,Solara,SLE Convertible 2-Door,2.4L 2362CC l4 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2008,Toyota,Solara,SLE Convertible 2-Door,3.3L 3300CC 202Cu. In. V6 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2008,Toyota,Solara,SLE Coupe 2-Door,2.4L 2362CC l4 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2008,Toyota,Solara,SLE Coupe 2-Door,3.3L 3300CC 202Cu. In. V6 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2008,Toyota,Solara,Sport Convertible 2-Door,2.4L 2362CC l4 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2008,Toyota,Solara,Sport Convertible 2-Door,3.3L 3300CC 202Cu. In. V6 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2008,Toyota,Solara,Sport Coupe 2-Door,2.4L 2362CC l4 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2008,Toyota,Solara,Sport Coupe 2-Door,3.3L 3300CC 202Cu. In. V6 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2007,Toyota,Solara,SE Convertible 2-Door,2.4L 2362CC l4 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2007,Toyota,Solara,SE Convertible 2-Door,3.3L 3300CC 202Cu. In. V6 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2007,Toyota,Solara,SE Coupe 2-Door,2.4L 2362CC l4 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2007,Toyota,Solara,SE Coupe 2-Door,3.3L 3300CC 202Cu. In. V6 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2007,Toyota,Solara,SLE Convertible 2-Door,2.4L 2362CC l4 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2007,Toyota,Solara,SLE Convertible 2-Door,3.3L 3300CC 202Cu. In. V6 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2007,Toyota,Solara,SLE Coupe 2-Door,2.4L 2362CC l4 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2007,Toyota,Solara,SLE Coupe 2-Door,3.3L 3300CC 202Cu. In. V6 GAS DOHC Naturally Aspirated,,KSS-105622,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2013,Kia,Sorento,EX Luxury Sport Utility 4-Door,3.5L 3470CC V6 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2013,Kia,Sorento,EX Sport Utility 4-Door,2.4L 2359CC l4 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2013,Kia,Sorento,EX Sport Utility 4-Door,3.5L 3470CC V6 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2013,Kia,Sorento,LX Sport Utility 4-Door,2.4L 2359CC l4 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2013,Kia,Sorento,LX Sport Utility 4-Door,3.5L 3470CC V6 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2013,Kia,Sorento,SX Sport Utility 4-Door,3.5L 3470CC V6 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2012,Hyundai,Santa Fe,GL Premium Sport Utility 4-Door,2.4L 2359CC l4 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2012,Hyundai,Santa Fe,GLS Sport Utility 4-Door,2.4L 2359CC l4 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2012,Hyundai,Santa Fe,GLS Sport Utility 4-Door,3.5L 3470CC V6 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2012,Hyundai,Santa Fe,GL Sport Sport Utility 4-Door,3.5L 3470CC V6 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2012,Hyundai,Santa Fe,GL Sport Utility 4-Door,2.4L 2359CC l4 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2012,Hyundai,Santa Fe,GL Sport Utility 4-Door,3.5L 3470CC V6 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2012,Hyundai,Santa Fe,Limited Sport Utility 4-Door,2.4L 2359CC l4 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2012,Hyundai,Santa Fe,Limited Sport Utility 4-Door,3.5L 3470CC V6 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2012,Hyundai,Santa Fe,SE Sport Utility 4-Door,3.5L 3470CC V6 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2012,Kia,Sorento,Base Sport Utility 4-Door,2.4L 2359CC l4 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2012,Kia,Sorento,EX Sport Utility 4-Door,2.4L 2359CC l4 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2012,Kia,Sorento,EX Sport Utility 4-Door,3.5L 3470CC V6 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2012,Kia,Sorento,LX Sport Utility 4-Door,2.4L 2359CC l4 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2012,Kia,Sorento,LX Sport Utility 4-Door,3.5L 3470CC V6 GAS DOHC Naturally Aspirated,,KTB-100522,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Tie-Rods-Steering-Linkages'],['6000 / 6028 / 6030 / 33579 / 33593']
2014,Chrysler,200,LX Sedan 4-Door,2.4L 2360CC 144Cu. In. l4 GAS DOHC Naturally Aspirated,,KSH-100393,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2014,Chrysler,200,LX Sedan 4-Door,3.6L 3604CC 220Cu. In. V6 FLEX DOHC Naturally Aspirated,,KSH-100393,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2014,Chrysler,200,Limited Sedan 4-Door,2.4L 2360CC 144Cu. In. l4 GAS DOHC Naturally Aspirated,,KSH-100393,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2014,Chrysler,200,Limited Sedan 4-Door,3.6L 3604CC 220Cu. In. V6 FLEX DOHC Naturally Aspirated,,KSH-100393,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2014,Chrysler,200,S Sedan 4-Door,3.6L 3604CC 220Cu. In. V6 FLEX DOHC Naturally Aspirated,,KSH-100393,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2014,Chrysler,200,Touring Sedan 4-Door,2.4L 2360CC 144Cu. In. l4 GAS DOHC Naturally Aspirated,,KSH-100393,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2014,Chrysler,200,Touring Sedan 4-Door,3.6L 3604CC 220Cu. In. V6 FLEX DOHC Naturally Aspirated,,KSH-100393,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2014,Dodge,Avenger,Base Sedan 4-Door,2.4L 2360CC 144Cu. In. l4 GAS DOHC Naturally Aspirated,,KSH-100393,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2014,Dodge,Avenger,GTS Sedan 4-Door,2.4L 2360CC 144Cu. In. l4 GAS DOHC Naturally Aspirated,,KSH-100393,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2014,Dodge,Avenger,R/T Sedan 4-Door,3.6L 3604CC 220Cu. In. V6 FLEX DOHC Naturally Aspirated,,KSH-100393,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2014,Dodge,Avenger,SE Canada Value Package Sedan 4-Door,2.4L 2360CC 144Cu. In. l4 GAS DOHC Naturally Aspirated,,KSH-100393,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2014,Dodge,Avenger,SE Canada Value Package Sedan 4-Door,3.6L 3604CC 220Cu. In. V6 FLEX DOHC Naturally Aspirated,,KSH-100393,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
