Year,Make,Model,Trim,Engine,Notes,ManufacturerPartCode,CategoryName,CategoryCode
2018,GMC,Yukon,SLE Sport Utility 4-Door,5.3L 5328CC 325Cu. In. V8 FLEX OHV Naturally Aspirated,Without Brembo Calipers,KGT-100623,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2018,GMC,Yukon,SLE Sport Utility 4-Door,5.3L 5328CC 325Cu. In. V8 GAS OHV Naturally Aspirated,Without Brembo Calipers,KGT-100623,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2018,GMC,Yukon,SLT Sport Utility 4-Door,5.3L 5328CC 325Cu. In. V8 FLEX OHV Naturally Aspirated,Without Brembo Calipers,KGT-100623,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2018,GMC,Yukon,SLT Sport Utility 4-Door,5.3L 5328CC 325Cu. In. V8 GAS OHV Naturally Aspirated,Without Brembo Calipers,KGT-100623,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2018,GMC,Yukon XL,Denali Sport Utility 4-Door,6.2L 6162CC 376Cu. In. V8 FLEX OHV Naturally Aspirated,Without Brembo Calipers,KGT-100623,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2018,GMC,Yukon XL,Denali Sport Utility 4-Door,6.2L 6162CC 376Cu. In. V8 GAS OHV Naturally Aspirated,Without Brembo Calipers,KGT-100623,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2018,GMC,Yukon XL,SLE Sport Utility 4-Door,5.3L 5328CC 325Cu. In. V8 FLEX OHV Naturally Aspirated,Without Brembo Calipers,KGT-100623,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2002,Chevrolet,Prizm,Base Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2002,Chevrolet,Prizm,LSi Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2002,Toyota,Corolla,CE Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2002,Toyota,Corolla,LE Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2002,Toyota,Corolla,S Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2001,Chevrolet,Prizm,Base Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2001,Chevrolet,Prizm,LSi Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2001,Toyota,Corolla,CE Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2001,Toyota,Corolla,LE Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2001,Toyota,Corolla,S Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2000,Chevrolet,Prizm,Base Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2000,Chevrolet,Prizm,LSi Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2000,Toyota,Corolla,CE Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2000,Toyota,Corolla,LE Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2000,Toyota,Corolla,VE Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
1999,Chevrolet,Prizm,Base Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
1999,Chevrolet,Prizm,LSi Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
1999,Toyota,Corolla,CE Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
1999,Toyota,Corolla,LE Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
1999,Toyota,Corolla,VE Sedan 4-Door,1.8L 1794CC l4 GAS DOHC Naturally Aspirated,,KSH-100403,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Steering-Suspension / Car-Truck-Shocks-Struts-Assemblies'],['6000 / 6028 / 6030 / 33579 / 33590']
2007,Honda,Accord,EX-L Coupe 2-Door,3.0L 2997CC V6 GAS SOHC Naturally Aspirated,5th Digit of VIN is M and Primary Design Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2007,Honda,Accord,EX-L Sedan 4-Door,3.0L 2997CC V6 GAS SOHC Naturally Aspirated,5th Digit of VIN is M and Primary Design Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2007,Honda,Accord,EX Coupe 2-Door,3.0L 2997CC V6 GAS SOHC Naturally Aspirated,5th Digit of VIN is M and Primary Design Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2007,Honda,Accord,EX Sedan 4-Door,3.0L 2997CC V6 GAS SOHC Naturally Aspirated,5th Digit of VIN is M and Primary Design Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2007,Honda,Accord,LX Coupe 2-Door,3.0L 2997CC V6 GAS SOHC Naturally Aspirated,5th Digit of VIN is M and Primary Design Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2007,Honda,Accord,LX Sedan 4-Door,3.0L 2997CC V6 GAS SOHC Naturally Aspirated,5th Digit of VIN is M and Primary Design Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2007,Honda,Accord,Special Edition Sedan 4-Door,3.0L 2997CC V6 GAS SOHC Naturally Aspirated,5th Digit of VIN is M and Primary Design Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2006,Acura,TL,Base Sedan 4-Door,3.2L 3210CC V6 GAS SOHC Naturally Aspirated,Automatic transmission. Primary Design,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2006,Honda,Accord,EX Coupe 2-Door,3.0L 2997CC V6 GAS SOHC Naturally Aspirated,5th Digit of VIN is M and Primary Design Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2006,Honda,Accord,EX Sedan 4-Door,3.0L 2997CC V6 GAS SOHC Naturally Aspirated,5th Digit of VIN is M and Primary Design Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2006,Honda,Accord,LX Coupe 2-Door,3.0L 2997CC V6 GAS SOHC Naturally Aspirated,5th Digit of VIN is M and Primary Design Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2006,Honda,Accord,LX Sedan 4-Door,3.0L 2997CC V6 GAS SOHC Naturally Aspirated,5th Digit of VIN is M and Primary Design Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2005,Acura,TL,Base Sedan 4-Door,3.2L 3210CC V6 GAS SOHC Naturally Aspirated,Automatic transmission. Primary Design,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2005,Honda,Accord,EX Coupe 2-Door,3.0L 2997CC V6 GAS SOHC Naturally Aspirated,5th Digit of VIN is M and Primary Design Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2005,Honda,Accord,EX Sedan 4-Door,3.0L 2997CC V6 GAS SOHC Naturally Aspirated,5th Digit of VIN is M and Primary Design Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2005,Honda,Accord,LX Coupe 2-Door,3.0L 2997CC V6 GAS SOHC Naturally Aspirated,5th Digit of VIN is M and Primary Design Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2005,Honda,Accord,LX Sedan 4-Door,3.0L 2997CC V6 GAS SOHC Naturally Aspirated,5th Digit of VIN is M and Primary Design Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2005,Honda,Accord,SE Coupe 2-Door,3.0L 2997CC V6 GAS SOHC Naturally Aspirated,5th Digit of VIN is M and Primary Design Read moreRead more compatibility notes Read lessRead less compatibility notes,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2004,Acura,TL,Base Sedan 4-Door,3.2L 3210CC V6 GAS SOHC Naturally Aspirated,Automatic transmission. Primary Design,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2004,Honda,Accord,EX Coupe 2-Door,3.0L 2997CC V6 GAS SOHC Naturally Aspirated,Primary Design,KN7-100500,['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Transmission-Drivetrain / Car-Truck-CV-Axle-Assemblies'],['6000 / 6028 / 6030 / 33726 / 262243']
2007,Ford,Focus,Ambiente Sedan 4-Door,2.0L 1989CC 121Cu. In. l4 GAS DOHC Naturally Aspirated,,KGC-100890,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2007,Ford,Focus,LX Austero Sedan 4-Door,2.0L 1989CC 121Cu. In. l4 GAS DOHC Naturally Aspirated,Disc rear brakes,KGC-100890,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2007,Ford,Focus,SE Hatchback 2-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Naturally Aspirated,Disc rear brakes,KGC-100890,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2007,Ford,Focus,SE Hatchback 4-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Naturally Aspirated,Disc rear brakes,KGC-100890,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2007,Ford,Focus,SES Hatchback 2-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Naturally Aspirated,Disc rear brakes,KGC-100890,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2007,Ford,Focus,SES Hatchback 4-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Naturally Aspirated,Disc rear brakes,KGC-100890,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2007,Ford,Focus,SES Sedan 4-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Naturally Aspirated,Disc rear brakes,KGC-100890,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2007,Ford,Focus,SES Wagon 5-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Naturally Aspirated,Disc rear brakes,KGC-100890,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2007,Ford,Focus,SE Sedan 4-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Naturally Aspirated,Disc rear brakes,KGC-100890,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2007,Ford,Focus,SE Tipico Sedan 4-Door,2.0L 1989CC 121Cu. In. l4 GAS DOHC Naturally Aspirated,Disc rear brakes,KGC-100890,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2007,Ford,Focus,SE Wagon 5-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Naturally Aspirated,Disc rear brakes,KGC-100890,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2007,Ford,Focus,S Hatchback 2-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Naturally Aspirated,Disc rear brakes,KGC-100890,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2007,Ford,Focus,S Hatchback 4-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Naturally Aspirated,Disc rear brakes,KGC-100890,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
2007,Ford,Focus,S Sedan 4-Door,2.0L 1999CC 122Cu. In. l4 GAS DOHC Naturally Aspirated,Disc rear brakes,KGC-100890,"['Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Disc-Rotors', 'Auto-Parts-and-Vehicles / Auto-Parts-Accessories / Car-Truck-Parts-Accessories / Car-Truck-Brakes-Brake-Parts / Car-Truck-Brake-Pads']","['6000 / 6028 / 6030 / 33559 / 33564', '6000 / 6028 / 6030 / 33559 / 57357']"
